,influencer,title,author_x,subtitle,id_code,identifier_type,author_y,title_en,title_pt,isbn_pt,img_amz
1454,Ben Horowitz,Lenin,Victor Sebestyen,"The Man, the Dictator, and the Master of Terror",1101974303,ISBN,Victor Sebestyen,Lenin,Lênin,8525064351,"https://images-na.ssl-images-amazon.com/images/I/51Mxj6fwCqL._SX339_BO1,204,203,200_.jpg"
1455,Ben Horowitz,Writing My Wrongs,Shaka Senghor,"Life, Death, and Redemption in an American Prison",1101907312,ISBN,Shaka Senghor,Writing My Wrongs,,,"https://images-na.ssl-images-amazon.com/images/I/5101it3Zk4L._SX322_BO1,204,203,200_.jpg"
1456,Ben Horowitz,My American Journey,Colin Powell,,345466411,ISBN,Colin Powell,My American Journey,,,"https://images-na.ssl-images-amazon.com/images/I/51hUGKif6FL._SX333_BO1,204,203,200_.jpg"
1457,Ben Horowitz,Dapper Dan,Daniel R. Day,Made in Harlem: A Memoir,525510516,ISBN,Daniel R. Day,Dapper Dan,,,https://images-na.ssl-images-amazon.com/images/I/813m1oVbvuL.jpg
1458,Ben Horowitz,The Lean Startup,Eric Ries,How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,307887898,ISBN,Eric Ries,The Lean Startup,A startup enxuta,8543108624,"https://images-na.ssl-images-amazon.com/images/I/41nnVZbC+eL._SX341_BO1,204,203,200_.jpg"
1459,Mark Cuban,The Lean Startup,Eric Ries,How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,307887898,ISBN,Eric Ries,The Lean Startup,A startup enxuta,8543108624,"https://images-na.ssl-images-amazon.com/images/I/41nnVZbC+eL._SX341_BO1,204,203,200_.jpg"
1460,Ben Horowitz,Black Spartacus,Sudhir Hazareesingh,The Epic Life of Toussaint Louverture,374112665,ISBN,Sudhir Hazareesingh,Black Spartacus,,,"https://images-na.ssl-images-amazon.com/images/I/51fz8ZLNJ9L._SX323_BO1,204,203,200_.jpg"
1461,Michelle Obama,White Teeth,Zadie Smith,A Novel,375703861,ISBN,Zadie Smith,White Teeth,Sobre a beleza,8535910999,https://images-na.ssl-images-amazon.com/images/I/71tKdYypGgL.jpg
1462,Michelle Obama,Conversations with Myself,Nelson Mandela,,374128952,ISBN,Nelson Mandela,Conversations with Myself,Conversas que tive comigo,8532526071,"https://images-na.ssl-images-amazon.com/images/I/51Cz6LOF8yL._SX335_BO1,204,203,200_.jpg"
1463,Michelle Obama,Life of Pi,Yann Martel,,151008116,ISBN,Yann Martel,Life of Pi,As Aventuras De Pi,9788520933107,https://images-na.ssl-images-amazon.com/images/I/51GKxfgQsWL.jpg
1464,Michelle Obama,The Adventures of Pippi Longstocking,Astrid Lindgren,,670876127,ISBN,Astrid Lindgren,The Adventures of Pippi Longstocking,Píppi Meialonga,,https://m.media-amazon.com/images/I/51qz21g0U6L.jpg
1465,Mark Cuban,The Only Game in Town,Mohamed A. El-Erian,"Central Banks, Instability, and Avoiding the Next Collapse",081299762X,ISBN,Mohamed A. El-Erian,The Only Game in Town,,,"https://images-na.ssl-images-amazon.com/images/I/51JW2OXEwuL._SX322_BO1,204,203,200_.jpg"
1466,Walter Isaacson,The Only Game in Town,Mohamed A. El-Erian,"Central Banks, Instability, and Avoiding the Next Collapse",081299762X,ISBN,Mohamed A. El-Erian,The Only Game in Town,,,"https://images-na.ssl-images-amazon.com/images/I/51JW2OXEwuL._SX322_BO1,204,203,200_.jpg"
1467,Mark Cuban,The Fountainhead,Ayn Rand,,141188626,ISBN,Ayn Rand,The Fountainhead,A Nascente,8595070644,"https://images-na.ssl-images-amazon.com/images/I/41hxnTzvgQL._SX345_BO1,204,203,200_.jpg"
1468,Travis Kalanick,The Fountainhead,Ayn Rand,,141188626,ISBN,Ayn Rand,The Fountainhead,A Nascente,8595070644,"https://images-na.ssl-images-amazon.com/images/I/41hxnTzvgQL._SX345_BO1,204,203,200_.jpg"
1469,Vince Vaughn,The Fountainhead,Ayn Rand,,141188626,ISBN,Ayn Rand,The Fountainhead,A Nascente,8595070644,"https://images-na.ssl-images-amazon.com/images/I/41hxnTzvgQL._SX345_BO1,204,203,200_.jpg"
1470,Mark Cuban,Self-Made Success,Shaan Patel,"Ivy League Shark Tank Entrepreneur Reveals 48 Secret Strategies To Live Happier, Healthier, And Wealthier",1532854773,ISBN,Shaan Patel,Self-Made Success,,,"https://images-na.ssl-images-amazon.com/images/I/51sLKCPNzRL._SX332_BO1,204,203,200_.jpg"
1471,Mark Cuban,The Master Algorithm,Pedro Domingos,How the Quest for the Ultimate Learning Machine Will Remake Our World,465094279,ISBN,Pedro Domingos,The Master Algorithm,O Algoritmo Mestre,8575225383,"https://images-na.ssl-images-amazon.com/images/I/514c68Ws9gL._SX357_BO1,204,203,200_.jpg"
1472,Mark Cuban,Our Mathematical Universe,Max Tegmark,My Quest for the Ultimate Nature of Reality,307744256,ISBN,Max Tegmark,Our Mathematical Universe,,,https://images-na.ssl-images-amazon.com/images/I/916Lv1lJ80L.jpg
1473,Mark Cuban,The Great Revolt,Salena Zito,Inside the Populist Coalition Reshaping American Politics,1524763683,ISBN,Salena Zito,The Great Revolt,,,"https://images-na.ssl-images-amazon.com/images/I/516P3Hun-vL._SX327_BO1,204,203,200_.jpg"
1474,Mark Cuban,That's What She Said,Joanne Lipman,What Men and Women Need To Know About Working Together,62437224,ISBN,Joanne Lipman,That's What She Said,Escute o que ela diz,8555780837,https://images-na.ssl-images-amazon.com/images/I/71IeoTJzXnL.jpg
1475,Adam Savage,1Q84,Haruki Murakami,,307476464,ISBN,Haruki Murakami,1Q84,1q84,8579621801,"https://images-na.ssl-images-amazon.com/images/I/31oGKX0KtsL._SX318_BO1,204,203,200_.jpg"
1476,Adam Savage,Atlas Obscura,Joshua Foer,An Explorer's Guide to the World's Hidden Wonders,761169083,ISBN,Joshua Foer,Atlas Obscura,,,https://images-na.ssl-images-amazon.com/images/I/814X6doZlZL.jpg
1477,Adam Savage,Neuromancer,William Gibson,,441569595,ISBN,William Gibson,Neuromancer,Neuromancer,8576573008,https://images-na.ssl-images-amazon.com/images/I/91yXdjXLTjL.jpg
1478,Adam Savage,Born Standing Up,Steve Martin,A Comic's Life,1416553657,ISBN,Steve Martin,Born Standing Up,Nascido Para Matar ... De Rir,8577880605,"https://images-na.ssl-images-amazon.com/images/I/41xVbW3BeCL._SX332_BO1,204,203,200_.jpg"
1479,Adam Savage,The Liars' Club,Mary Karr,A Memoir,670850535,ISBN,Mary Karr,The Liars' Club,,,https://m.media-amazon.com/images/I/51LwurM-deL._SY346_.jpg
1480,Adam Savage,Death's End,Cixin Liu,,765386631,ISBN,Cixin Liu,Death's End,O fim da morte,8556510744,"https://images-na.ssl-images-amazon.com/images/I/518Rsaw8Z3L._SX346_BO1,204,203,200_.jpg"
1481,Adam Savage,The Dark Forest,Cixin Liu,,765386690,ISBN,Cixin Liu,The Dark Forest,A floresta sombria,8556510507,"https://images-na.ssl-images-amazon.com/images/I/51LPTRYXUpL._SX346_BO1,204,203,200_.jpg"
1482,Adam Savage,Julia and Jacques Cooking at Home,Julia Child,,375404317,ISBN,Julia Child,Julia and Jacques Cooking at Home,A Arte Culinária de Julia Child,8598903574,"https://images-na.ssl-images-amazon.com/images/I/517w-s-yAkL._SX347_BO1,204,203,200_.jpg"
1483,Steven Pinker,The Mental Life of Modernism,Samuel Jay Keyser,"Why Poetry, Painting, and Music Changed at the Turn of the Twentieth Century",262043491,ISBN,Samuel Jay Keyser,The Mental Life of Modernism,,,"https://images-na.ssl-images-amazon.com/images/I/41WmfSNbkqL._SX336_BO1,204,203,200_.jpg"
1484,Steven Pinker,Knowledge And Decisions,Thomas Sowell,,465037380,ISBN,Thomas Sowell,Knowledge And Decisions,Fatos e falácias da economia,8501090794,"https://images-na.ssl-images-amazon.com/images/I/516L0TlxddL._SX334_BO1,204,203,200_.jpg"
1485,Steven Pinker,The Strategy of Conflict,Thomas C. Schelling,,674840313,ISBN,Thomas C. Schelling,The Strategy of Conflict,,,"https://images-na.ssl-images-amazon.com/images/I/11H4GJJpqlL._BO1,204,203,200_.jpg"
1486,Steven Pinker,The Evolution of Human Sexuality,Donald Symons,,195029070,ISBN,Donald Symons,The Evolution of Human Sexuality,,,https://images-na.ssl-images-amazon.com/images/I/61kAggPJZlL.jpg
1487,Steven Pinker,One Two Three . . . Infinity,George Gamow,Facts and Speculations of Science,486256642,ISBN,George Gamow,One Two Three . . . Infinity,,,https://m.media-amazon.com/images/I/51dHx-pOzsL._SY346_.jpg
1488,Steven Pinker,Retreat from Doomsday,John Mueller,The Obsolescence of Major War,1934849170,ISBN,John Mueller,Retreat from Doomsday,,,https://images-na.ssl-images-amazon.com/images/I/81Eo+ugN81L.jpg
1489,Steven Pinker,Whole Earth Discipline,Stewart Brand,"Why Dense Cities, Nuclear Power, Transgenic Crops, Restored Wildlands, and Geoengineering Are Necessary",143118285,ISBN,Stewart Brand,Whole Earth Discipline,,,https://m.media-amazon.com/images/I/51VtFqMJhUL._SY346_.jpg
1490,Steven Pinker,"Enemies, A Love Story",Isaac Bashevis Singer,,374515220,ISBN,Isaac Bashevis Singer,"Enemies, A Love Story",Inimigos. Uma Historia De Amor,8525409448,"https://images-na.ssl-images-amazon.com/images/I/41E4Voz-XPL._SX288_BO1,204,203,200_.jpg"
1491,Alexis Ohanian,Frenemies,Ken Auletta,The Epic Disruption of the Ad Business (and Everything Else),735220883,ISBN,Ken Auletta,Frenemies,,,"https://images-na.ssl-images-amazon.com/images/I/41IpBTdcRBL._SX323_BO1,204,203,200_.jpg"
1492,Alexis Ohanian,Influence,Robert B. Cialdini PhD,The Psychology of Persuasion,006124189X,ISBN,Robert B. Cialdini PhD,Influence,,,"https://images-na.ssl-images-amazon.com/images/I/51gysFA30GL._SX326_BO1,204,203,200_.jpg"
1493,Guy Kawasaki,Influence,Robert B. Cialdini PhD,The Psychology of Persuasion,006124189X,ISBN,Robert B. Cialdini PhD,Influence,,,"https://images-na.ssl-images-amazon.com/images/I/51gysFA30GL._SX326_BO1,204,203,200_.jpg"
1494,Alexis Ohanian,Permanent Record,Edward Snowden,,1250237238,ISBN,Edward Snowden,Permanent Record,Eterna vigilância,8542217438,"https://images-na.ssl-images-amazon.com/images/I/51NiXlgq2JL._SX340_BO1,204,203,200_.jpg"
1495,Alexis Ohanian,Founders at Work,Jessica Livingston,Stories of Startups' Early Days,1430210788,ISBN,Jessica Livingston,Founders at Work,Startup,8522009945,https://images-na.ssl-images-amazon.com/images/I/81IVCr6quCL.jpg
1496,Alexis Ohanian,Lagom,Linnea Dunne,The Swedish Art of Balanced Living,762463759,ISBN,Linnea Dunne,Lagom,Lagom. A Arte Sueca para uma Vida Equilibrada,9898873019,"https://images-na.ssl-images-amazon.com/images/I/41-uHOiGhwL._SX380_BO1,204,203,200_.jpg"
1497,Alexis Ohanian,Super Pumped,Mike Isaac,The Battle for Uber,393652246,ISBN,Mike Isaac,Super Pumped,A Guerra Pela Uber,8551006215,https://m.media-amazon.com/images/I/51gIaA56fdL._SY346_.jpg
1498,Alexis Ohanian,Masters of Doom,David Kushner,How Two Guys Created an Empire and Transformed Pop Culture,812972155,ISBN,David Kushner,Masters of Doom,,,https://m.media-amazon.com/images/I/51g+F5A26HL.jpg
1499,Alexis Ohanian,Superforecasting,Philip E. Tetlock,The Art and Science of Prediction,804136718,ISBN,Philip E. Tetlock,Superforecasting,Superprevisões,8547000011,https://m.media-amazon.com/images/P/B01B41G7UK.01._SCLZZZZZZZ_SX500_.jpg
1500,Alexis Ohanian,The Hot Hand,Ben Cohen,The Mystery and Science of Streaks,62820729,ISBN,Ben Cohen,The Hot Hand,,,https://images-na.ssl-images-amazon.com/images/I/71RPBibl1-L.jpg
1501,Alexis Ohanian,The Great CEO Within,Matt Mochary,The Tactical Guide to Company Building,578599287,ISBN,Matt Mochary,The Great CEO Within,,,https://m.media-amazon.com/images/I/41zXdRuuACL._SY346_.jpg
1502,Walter Isaacson,Begin Again,Eddie S. Glaude Jr.,James Baldwin's America and Its Urgent Lessons for Our Own,525575324,ISBN,Eddie S. Glaude Jr.,Begin Again,,,https://m.media-amazon.com/images/I/41+ndFrFStL._SY346_.jpg
1503,Walter Isaacson,On the Bus,Paul Perry,The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of the Counterculture,938410911,ISBN,Paul Perry,On the Bus,,,"https://images-na.ssl-images-amazon.com/images/I/51qMtJoC+vL._SX258_BO1,204,203,200_.jpg"
1504,Walter Isaacson,The Moviegoer,Walker Percy,,375701966,ISBN,Walker Percy,The Moviegoer,,,https://images-na.ssl-images-amazon.com/images/I/61qH+jIDMhL.jpg
1505,Walter Isaacson,The Autobiography of Benjamin Franklin,Benjamin Franklin,,1492720941,ISBN,Benjamin Franklin,The Autobiography of Benjamin Franklin,Autobiografia,6580136049,"https://images-na.ssl-images-amazon.com/images/I/41VrLMQXDOL._SX333_BO1,204,203,200_.jpg"
1506,Vince Vaughn,The Autobiography of Benjamin Franklin,Benjamin Franklin,,1492720941,ISBN,Benjamin Franklin,The Autobiography of Benjamin Franklin,Autobiografia,6580136049,"https://images-na.ssl-images-amazon.com/images/I/41VrLMQXDOL._SX333_BO1,204,203,200_.jpg"
1507,Walter Isaacson,Fantasyland,Kurt Andersen,How America Went Haywire: A 500-Year History,812978900,ISBN,Kurt Andersen,Fantasyland,,,"https://images-na.ssl-images-amazon.com/images/I/51Vq+YOuqAL._SY344_BO1,204,203,200_.jpg"
1508,Walter Isaacson,The Odyssey,Homer,,140268863,ISBN,Homer,The Odyssey,Odisseia,8563560271,"https://images-na.ssl-images-amazon.com/images/I/41+Ls05sGTL._SX323_BO1,204,203,200_.jpg"
1509,Walter Isaacson,Adventures of Huckleberry Finn,Mark Twain,,486280616,ISBN,Mark Twain,Adventures of Huckleberry Finn,Aventuras de Huckleberry Finn,8537818224,https://images-na.ssl-images-amazon.com/images/I/91AW1FPXtEL.jpg
1510,Tony Robbins,Slow Sex,Nicole Daedone,The Art and Craft of the Female Orgasm,446567183,ISBN,Nicole Daedone,Slow Sex,,,https://images-na.ssl-images-amazon.com/images/I/71cqWVJKmYL.jpg
1511,Tony Robbins,As A Man Thinketh,James Allen,,1684222095,ISBN,James Allen,As A Man Thinketh,O Homem é Aquilo que Ele Pensa,8531519438,"https://images-na.ssl-images-amazon.com/images/I/413UYc6L0GL._SX336_BO1,204,203,200_.jpg"
1512,Tony Robbins,The TB12 Method,Tom Brady,How to Achieve a Lifetime of Sustained Peak Performance,1501180738,ISBN,Tom Brady,The TB12 Method,O Método Tb12,8551002872,"https://images-na.ssl-images-amazon.com/images/I/511YLcsfkdL._SX380_BO1,204,203,200_.jpg"
1513,Tony Robbins,The Fourth Turning,William Strauss,What the Cycles of History Tell Us About America's Next Rendezvous with Destiny,767900464,ISBN,William Strauss,The Fourth Turning,,,https://images-na.ssl-images-amazon.com/images/I/81HFtcSNGTL.jpg
1514,Tony Robbins,Generations,William Strauss,The History of America's Future 1584 to 2069,688119123,ISBN,William Strauss,Generations,,,https://images-na.ssl-images-amazon.com/images/I/71tdSxQsNzL.jpg
1515,Tony Robbins,A Mind at Home with Itself,Byron Katie,"How Asking Four Questions Can Free Your Mind, Open Your Heart, and Turn Your World Around",62651609,ISBN,Byron Katie,A Mind at Home with Itself,,,"https://images-na.ssl-images-amazon.com/images/I/41hQSyx+gFL._SX330_BO1,204,203,200_.jpg"
1516,Tony Robbins,Behind the Cloud,Marc Benioff,The Untold Story of How Salesforce.com Went from Idea to Billion-Dollar Company-and Revolutionized an Industry,470521163,ISBN,Marc Benioff,Behind the Cloud,,,https://images-na.ssl-images-amazon.com/images/I/51kis3dwc6L.jpg
1517,Neil Strauss,Under Saturn's Shadow,James Hollis,,919123643,ISBN,James Hollis,Under Saturn's Shadow,Sob a Sombra de Saturno: uma Perspectiva Junguiana,8534906351,https://images-na.ssl-images-amazon.com/images/I/51eN8XcYpJL.jpg
1518,Neil Strauss,Ulysses,James Joyce,,1505297540,ISBN,James Joyce,Ulysses,Ulysses,8563560425,"https://images-na.ssl-images-amazon.com/images/I/31GIEU0ZXZL._SX322_BO1,204,203,200_.jpg"
1519,Neil Strauss,Life Is Elsewhere,Milan Kundera,,571197779,ISBN,Milan Kundera,Life Is Elsewhere,A vida está em outro lugar,8535920153,"https://images-na.ssl-images-amazon.com/images/I/515lRzqPqvL._SX344_BO1,204,203,200_.jpg"
1520,Neil Strauss,Nonviolent Communication,Marshall B. Rosenberg,A Language of Life: Life-Changing Tools for Healthy Relationships,189200528X,ISBN,Marshall B. Rosenberg,Nonviolent Communication,Comunicação não-violenta,8571838267,"https://images-na.ssl-images-amazon.com/images/I/41zjf+ROAjL._SX333_BO1,204,203,200_.jpg"
1521,Neil Strauss,Journey to the End of the Night,Louis-Ferdinand CÃƒÂ©line,,811216543,ISBN,Louis-Ferdinand Celine,Journey to the End of the Night,Viagem ao fim da noite,8535914552,https://images-na.ssl-images-amazon.com/images/I/817+4xDQH+L.jpg
1522,Neil Strauss,The Painted Bird,Jerzy Kosinski,,080213422X,ISBN,Jerzy Kosinski,The Painted Bird,,,https://m.media-amazon.com/images/I/51gvR+KiwKL.jpg
1523,Neil Strauss,On the Shortness of Life,Lucius Seneca,,1781399573,ISBN,Lucius Seneca,On the Shortness of Life,Sobre a brevidade da vida,8582850506,"https://images-na.ssl-images-amazon.com/images/I/31ZqpcnNrEL._SX323_BO1,204,203,200_.jpg"
1524,Jim Collins,On the Shortness of Life,Lucius Seneca,,1781399573,ISBN,Lucius Seneca,On the Shortness of Life,Sobre a brevidade da vida,8582850506,"https://images-na.ssl-images-amazon.com/images/I/31ZqpcnNrEL._SX323_BO1,204,203,200_.jpg"
1525,Neil Strauss,Ask the Dust,John Fante,,60822554,ISBN,John Fante,Ask the Dust,Pergunte ao pó,8503007533,"https://images-na.ssl-images-amazon.com/images/I/51DoAURX0pL._SX325_BO1,204,203,200_.jpg"
1526,Neil Strauss,StrengthsFinder 2.0,Tom Rath,,159562015X,ISBN,Tom Rath,StrengthsFinder 2.0,Descubra seus pontos fortes 2.0,854310775X,"https://images-na.ssl-images-amazon.com/images/I/51bpkuYQCvL._SX336_BO1,204,203,200_.jpg"
1527,Neil Strauss,The Continuum Concept,Jean Liedloff,In Search Of Happiness Lost,201050714,ISBN,Jean Liedloff,The Continuum Concept,,,https://images-na.ssl-images-amazon.com/images/I/510fZsLTeoL.jpg
1528,Alexandria Ocasio-Cortez,Hope in the Dark,Rebecca Solnit,"Untold Histories, Wild Possibilities",1608465764,ISBN,Rebecca Solnit,Hope in the Dark,,,https://m.media-amazon.com/images/I/41Kt02Sj4zL._SY346_.jpg
1529,Alexandria Ocasio-Cortez,The Bhagavad Gita,-,,1586380192,ISBN,-,The Bhagavad Gita,Bhagavad Gita,8568871100,"https://images-na.ssl-images-amazon.com/images/I/51nNy3jZd7L._SX328_BO1,204,203,200_.jpg"
1530,Alexandria Ocasio-Cortez,Infinite Jest,David Foster Wallace,,316066524,ISBN,David Foster Wallace,Infinite Jest,Graça infinita,853592504X,https://images-na.ssl-images-amazon.com/images/I/71r3baOwILL.jpg
1531,Alexandria Ocasio-Cortez,Why We Can't Wait,Dr. Martin Luther King Jr.,,451527534,ISBN,Dr. Martin Luther King Jr.,Why We Can't Wait,,,https://images-na.ssl-images-amazon.com/images/I/81NgajdfoSL.jpg
1532,Alexandria Ocasio-Cortez,The Search for Common Ground,Howard Thurman,,913408948,ISBN,Howard Thurman,The Search for Common Ground,,,https://images-na.ssl-images-amazon.com/images/I/613J2HPy94L.jpg
1533,Alexandria Ocasio-Cortez,The Collected Poems of Audre Lorde,Audre Lorde,,393319725,ISBN,Audre Lorde,The Collected Poems of Audre Lorde,Entre nós mesmas,6586719267,"https://images-na.ssl-images-amazon.com/images/I/51Nrf7XZaQL._SX356_BO1,204,203,200_.jpg"
1534,Neil deGrasse Tyson,The System of the World,Isaac Newton,,1512181153,ISBN,Isaac Newton,The System of the World,O Sistema do Mundo,8531410894,"https://images-na.ssl-images-amazon.com/images/I/41KVTXFnBuL._SX351_BO1,204,203,200_.jpg"
1535,Neil deGrasse Tyson,The Origin of Species,Charles Darwin,,451529065,ISBN,Charles Darwin,The Origin of Species,A origem das espécies,8572329854,"https://images-na.ssl-images-amazon.com/images/I/51NcCuAy3DL._SX370_BO1,204,203,200_.jpg"
1536,Neil deGrasse Tyson,Age Of Reason,Thomas Paine,,145656854X,ISBN,Thomas Paine,Age Of Reason,A Era Da Razão,650016489X,"https://images-na.ssl-images-amazon.com/images/I/51xR6jzYKtL._SX350_BO1,204,203,200_.jpg"
1537,Neil deGrasse Tyson,The Principia,Isaac Newton,The Authoritative Translation and Guide: Mathematical Principles of Natural Philosophy,520290887,ISBN,Isaac Newton,The Principia,Principia,8531406730,"https://images-na.ssl-images-amazon.com/images/I/41Ty5OSogML._SX352_BO1,204,203,200_.jpg"
1538,Neil deGrasse Tyson,The Prince,NiccolÃƒÂ² Machiavelli,,486272745,ISBN,Nicolau Maquiavel,The Prince,O príncipe,8542813596,https://images-na.ssl-images-amazon.com/images/I/61O47QJrkrL.jpg
1539,Neil deGrasse Tyson,Gulliver's Travels,Jonathan Swift,,486292738,ISBN,Jonathan Swift,Gulliver's Travels,Viagens de Gulliver,8563560123,"https://images-na.ssl-images-amazon.com/images/I/51VJ+UMZo1L._SY344_BO1,204,203,200_.jpg"
1540,Nassim Nicholas Taleb,The Practice of Natural Movement,Erwan Le Corre,"Reclaim Power, Health, and Freedom",162860283X,ISBN,Erwan Le Corre,The Practice of Natural Movement,,,"https://images-na.ssl-images-amazon.com/images/I/41MPrbbX+gL._SX389_BO1,204,203,200_.jpg"
1541,Nassim Nicholas Taleb,A New Kind of Science,Stephen Wolfram,,1579550088,ISBN,Stephen Wolfram,A New Kind of Science,,,https://m.media-amazon.com/images/I/514wJEjU4jL._SY346_.jpg
1542,Nassim Nicholas Taleb,The Longevity Solution,Dr. James DiNicolantonio,"Rediscovering Centuries-Old Secrets to a Healthy, Long Life",1628603798,ISBN,Dr. James DiNicolantonio,The Longevity Solution,,,https://images-na.ssl-images-amazon.com/images/I/715RT-jBohL.jpg
1543,Nassim Nicholas Taleb,Perilous Interventions,Hardeep Singh Puri,The Security Council and the Politics of Chaos,9351777596,ISBN,Hardeep Singh Puri,Perilous Interventions,,,https://m.media-amazon.com/images/I/51iZbwJMvWL._SY346_.jpg
1544,Nassim Nicholas Taleb,The Complete Guide to Fasting,Dr. Jason Fung,"Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting",1628600012,ISBN,Dr. Jason Fung,The Complete Guide to Fasting,,,https://images-na.ssl-images-amazon.com/images/I/81qrIVw3KeL.jpg
1545,Guy Kawasaki,If You Want to Write,Brenda Ueland,"A Book about Art, Independence and Spirit",1555972608,ISBN,Brenda Ueland,If You Want to Write,,,https://m.media-amazon.com/images/I/51L9+MaZ4iL._SY346_.jpg
1546,Guy Kawasaki,Inevitable Illusions,Massimo Piattelli-Palmarini,How Mistakes of Reason Rule Our Minds,047115962X,ISBN,Massimo Piattelli-Palmarini,Inevitable Illusions,,,https://images-na.ssl-images-amazon.com/images/I/41KDcJiIVyL.jpg
1547,Guy Kawasaki,The Effective Executive,Peter F. Drucker,The Definitive Guide to Getting the Right Things Done,60833459,ISBN,Peter F. Drucker,The Effective Executive,O Gestor Eficaz,9896944245,"https://images-na.ssl-images-amazon.com/images/I/41fyELI+O+L._SX327_BO1,204,203,200_.jpg"
1548,Jim Collins,The Effective Executive,Peter F. Drucker,The Definitive Guide to Getting the Right Things Done,60833459,ISBN,Peter F. Drucker,The Effective Executive,O Gestor Eficaz,9896944245,"https://images-na.ssl-images-amazon.com/images/I/41fyELI+O+L._SX327_BO1,204,203,200_.jpg"
1549,Guy Kawasaki,Mastering the Dynamics of Innovation,James M. Utterback,,875847404,ISBN,James M. Utterback,Mastering the Dynamics of Innovation,,,https://images-na.ssl-images-amazon.com/images/I/51fBv4tYkqL.jpg
1550,Guy Kawasaki,Uncommon Genius,Denise Shekerjian,How Great Ideas are Born,140109862,ISBN,Denise Shekerjian,Uncommon Genius,,,https://images-na.ssl-images-amazon.com/images/I/A1KipTPZBCL.jpg
1551,David Blaine,Cervantes,Jean Canavaggio,,393028127,ISBN,Jean Canavaggio,Cervantes,Cervantes,8573263385,https://images-na.ssl-images-amazon.com/images/I/41bXIdJkrUL.jpg
1552,David Blaine,If This Is a Man and The Truce,Primo Levi,,349100136,ISBN,Primo Levi,If This Is a Man and The Truce,É isto um homem?,8532503462,"https://images-na.ssl-images-amazon.com/images/I/51+w96V5SYL._SX258_BO1,204,203,200_.jpg"
1553,Ashton Kutcher,The Happiest Baby on the Block,Harvey Karp,,553381466,ISBN,Harvey Karp,The Happiest Baby on the Block,O bebê mais feliz,8542800923,"https://images-na.ssl-images-amazon.com/images/I/51Pi2E9jelL._SX333_BO1,204,203,200_.jpg"
1554,Ashton Kutcher,Natural Capitalism,Paul Hawken,Creating the Next Industrial Revolution,316353000,ISBN,Paul Hawken,Natural Capitalism,Capitalismo Natural,8531606446,"https://images-na.ssl-images-amazon.com/images/I/51UOqofaSZL._SX338_BO1,204,203,200_.jpg"
1555,Ashton Kutcher,Wooden,John Wooden,A Lifetime of Observations and Reflections On and Off the Court,809230410,ISBN,John Wooden,Wooden,,,https://images-na.ssl-images-amazon.com/images/I/61Wm7+XMmfL.jpg
1556,Ashton Kutcher,The Sleepeasy Solution,Jennifer Waldburger,The Exhausted Parent's Guide to Getting Your Child to Sleep from Birth to Age 5,757305601,ISBN,Jennifer Waldburger,The Sleepeasy Solution,,,"https://images-na.ssl-images-amazon.com/images/I/41oZ5dVv4TL._SX331_BO1,204,203,200_.jpg"
1557,Ashton Kutcher,Ask Your Developer,Jeff Lawson,How to Harness the Power of Software Developers and Win in the 21st Century,63018292,ISBN,Jeff Lawson,Ask Your Developer,,,https://m.media-amazon.com/images/P/B08425FV7S.01._SCLZZZZZZZ_SX500_.jpg
1558,Larry Page,QED,Richard P. Feynman,The Strange Theory of Light and Matter,691164096,ISBN,Richard P. Feynman,QED,A estranha teoria da luz e da matéria,8553400980,"https://images-na.ssl-images-amazon.com/images/I/51w675zWG-L._SX336_BO1,204,203,200_.jpg"
1559,Larry Page,"What Do You Care What Other People Think?""""",Richard P. Feynman,Further Adventures of a Curious Character,393355640,ISBN,Richard P. Feynman,"What Do You Care What Other People Think?""""",,,"https://images-na.ssl-images-amazon.com/images/I/51YrAB+UyGL._SX331_BO1,204,203,200_.jpg"
1560,Larry Page,My Inventions,Nikola Tesla,The Autobiography of Nikola Tesla,1603866035,ISBN,Nikola Tesla,My Inventions,Minhas invenções,8539303590,https://images-na.ssl-images-amazon.com/images/I/71PAxRlGVaL.jpg
1561,Jim Collins,A Sense of Where You Are,John McPhee,Bill Bradley at Princeton,374526893,ISBN,John McPhee,A Sense of Where You Are,,,https://images-na.ssl-images-amazon.com/images/I/41DDsjYutJL.jpg
1562,Jim Collins,The Control of Nature,John McPhee,,374522596,ISBN,John McPhee,The Control of Nature,,,https://images-na.ssl-images-amazon.com/images/I/719OHQYXiRL.jpg
1563,Jim Collins,Encounters with the Archdruid,John McPhee,Narratives About a Conservationist and Three of His Natural Enemies,374514313,ISBN,John McPhee,Encounters with the Archdruid,,,https://m.media-amazon.com/images/I/41C6kUWoN+L._SY346_.jpg
1564,Jim Collins,Draft No. 4,John McPhee,On the Writing Process,374142742,ISBN,John McPhee,Draft No. 4,,,https://images-na.ssl-images-amazon.com/images/I/71mSsllsJIL.jpg
1565,Hugh Jackman,The Overstory,Richard Powers,A Novel,039335668X,ISBN,Richard Powers,The Overstory,,,https://images-na.ssl-images-amazon.com/images/I/81YgPnTNf5L.jpg
